"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"201","1/31/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","201_ANHU"
"202","2/3/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Winter","caught by domestic animal","Non-selasphorus spp.","202_ANHU"
"203","2/3/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","found on the ground","Non-selasphorus spp.","203_ANHU"
"204","2/5/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","204_ANHU"
"205","2/5/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","205_ANHU"
"206","2/11/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","206_ANHU"
"207","2/12/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","207_ANHU"
"208","2/13/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","208_ANHU"
"209","2/18/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","209_ANHU"
"210","2/18/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","210_ANHU"
"211","2/9/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","unknown","Non-selasphorus spp.","211_ANHU"
"212","2/22/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","212_ANHU"
"213","2/26/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","unknown","Non-selasphorus spp.","213_ANHU"
"214","2/28/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Winter","window hit","Non-selasphorus spp.","214_ANHU"
"215","3/3/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","215_ALHU"
"216","3/4/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","216_ANHU"
"217","3/7/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","217_ANHU"
"218","3/11/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","218_ANHU"
"219","3/16/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","219_ANHU"
"220","3/16/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","220_ANHU"
"221","3/18/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","221_ANHU"
"222","3/18/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","222_ANHU"
"223","3/20/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",3,"Spring","unknown","Non-selasphorus spp.","223_ANHU"
"224","3/22/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",8,"Spring","unknown","Non-selasphorus spp.","224_ANHU"
"225","3/23/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","225_ANHU"
"226","3/24/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","226_ANHU"
"227","3/25/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","227_ANHU"
"228","3/24/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","228_ANHU"
"229","3/26/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","unknown","Non-selasphorus spp.","229_ANHU"
"230","3/27/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","230_ANHU"
"231","3/29/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","231_ANHU"
"232","3/31/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","232_ANHU"
"233","4/1/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","233_ANHU"
"234","4/1/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","234_ANHU"
"235","4/1/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","235_ANHU"
"236","4/1/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","236_ANHU"
"237","4/4/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","237_ANHU"
"238","4/5/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","238_ANHU"
"239","4/4/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",1,"Spring","found inside","Non-selasphorus spp.","239_ANHU"
"240","4/7/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","240_ANHU"
"241","4/8/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","241_ALHU"
"242","4/9/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found inside","Selasphorus spp.","242_RUHU"
"243","4/10/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","243_ANHU"
"244","4/10/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Non-selasphorus spp.","244_ANHU"
"245","4/10/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",22,"Spring","unknown","Non-selasphorus spp.","245_ANHU"
"246","4/11/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","246_ANHU"
"247","4/11/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","247_ALHU"
"248","4/12/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","248_ANHU"
"249","4/13/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",10,"Spring","found on the ground","Non-selasphorus spp.","249_ANHU"
"250","4/13/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","250_ANHU"
"251","4/13/1992","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",0,"Spring","found on the ground","Selasphorus spp.","251_RUHU"
"252","4/14/1992","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","252_ALHU"
"253","4/14/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","found inside","Selasphorus spp.","253_ALHU"
"254","4/17/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","254_ANHU"
"255","4/18/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","255_ALHU"
"256","4/18/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","256_ANHU"
"257","4/18/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","257_ANHU"
"258","4/20/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","258_ANHU"
"259","4/22/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","259_ANHU"
"260","4/22/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","260_ANHU"
"261","4/24/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","261_ANHU"
"262","4/25/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",5,"Spring","unknown","Non-selasphorus spp.","262_ANHU"
"263","4/25/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","263_ANHU"
"264","4/25/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","264_ANHU"
"265","4/25/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","unknown","Non-selasphorus spp.","265_ANHU"
"266","4/26/1992","Died","Lindsey","Yes","Selasphorus","Female-like","adult-like",1,"Spring","caught by domestic animal","Selasphorus spp.","266_ALHU"
"267","4/27/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","window hit","Non-selasphorus spp.","267_ANHU"
"268","4/28/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","268_ANHU"
"269","5/6/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","269_ANHU"
"270","5/6/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","270_ANHU"
"271","5/7/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","271_ANHU"
"272","5/9/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","272_ANHU"
"273","5/9/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","273_ANHU"
"274","5/10/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","274_ANHU"
"275","5/11/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","275_ANHU"
"276","5/11/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","276_ANHU"
"277","5/12/1992","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","277_ALHU"
"278","5/14/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","278_ANHU"
"279","5/18/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",3,"Spring","found on the ground","Non-selasphorus spp.","279_ANHU"
"280","5/19/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found inside","Non-selasphorus spp.","280_ANHU"
"281","5/19/1992","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","281_ANHU"
"282","5/17/1992","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","282_ANHU"
"283","5/17/1992","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","nest-related","Non-selasphorus spp.","283_ANHU"
"284","5/1/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Spring","window hit","Selasphorus spp.","284_ALHU"
"285","5/22/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","285_ANHU"
"286","5/23/1992","Died","Lindsey","No","Selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Selasphorus spp.","286_ALHU"
"287","5/24/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","287_ANHU"
"288","5/24/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","288_ANHU"
"289","5/25/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","289_ANHU"
"290","5/26/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",3,"Spring","unknown","Non-selasphorus spp.","290_ANHU"
"291","5/27/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","291_ANHU"
"292","5/28/1992","Died","Lindsey","Yes","Selasphorus","unknown","Nestling",1,"Spring","caught by domestic animal","Selasphorus spp.","292_ALHU"
"293","5/28/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","293_ANHU"
"294","5/31/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","294_ANHU"
"295","6/1/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","295_ANHU"
"296","6/1/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","296_ANHU"
"297","6/1/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","297_ANHU"
"298","6/1/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","298_ANHU"
"299","6/2/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","299_ANHU"
"300","6/3/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","300_ANHU"
"301","6/4/1992","Died","Lindsey","Yes","BCHU","Female-like","adult-like",4,"Summer","nest-related","Non-selasphorus spp.","301_BCHU"
"302","6/4/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","302_ANHU"
"303","6/5/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found inside","Non-selasphorus spp.","303_ANHU"
"304","6/5/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","304_ANHU"
"305","6/6/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","305_ANHU"
"306","6/6/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","306_ANHU"
"307","6/7/1992","Died","Lindsey","No","Selasphorus","unknown","Nestling",1,"Summer","nest-related","Selasphorus spp.","307_ALHU"
"308","6/7/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","unknown","Non-selasphorus spp.","308_ANHU"
"309","6/8/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","309_ANHU"
"310","6/8/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","310_ANHU"
"311","6/8/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","unknown","Non-selasphorus spp.","311_ANHU"
"312","6/11/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","312_ANHU"
"313","6/11/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","313_ANHU"
"314","6/11/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","314_ANHU"
"315","6/12/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","window hit","Non-selasphorus spp.","315_ANHU"
"316","6/13/1992","Released","Lindsey","Yes","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","316_ANHU"
"317","6/13/1992","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","317_ANHU"
"318","6/15/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found inside","Non-selasphorus spp.","318_ANHU"
"319","6/15/1992","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Summer","nest-related","Selasphorus spp.","319_ALHU"
"320","6/15/1992","Released","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","320_ANHU"
"321","6/16/1992","Died","Lindsey","No","Selasphorus","Female-like","adult-like",0,"Summer","window hit","Selasphorus spp.","321_ALHU"
"322","6/17/1992","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","322_ANHU"
"323","6/21/1992","Died","Lindsey","Yes","ANHU","Female-like","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","323_ANHU"
"324","6/21/1992","Died","Lindsey","No","ANHU","Female-like","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","324_ANHU"
